name,ovr_score,ovr_rank,tch_score,tch_rank,res_score,res_rank,cit_score,cit_rank,ind_score,ind_rank,int_score,int_rank,std_stat,std_rank,stf_stat,stf_rank,int_stat,int_rank
Korea University,51.2,216,46.8,136,48.7,141,61.5,631,95.3,39,55.8,559,"22,507",649,15.8,950,27%,189
Université Libre de Bruxelles,51.2,217,32.6,419,44.1,188,77.3,370,44.8,570,88.9,122,"28,290",460,49.3,23,31%,126
University of Luxembourg,51.2,218,38.2,279,39.8,240,64.5,577,51.2,384,99.4,4,"5,185",1636,19.3,626,51%,22
University of Macau,51.2,219,31.6,457,36,293,78.5,353,44.2,599,99.3,5,"10,460",1275,15.4,998,39%,66
Macau University of Science and Technology,51.2,220,35.4,333,30.7,415,79.2,340,50.1,408,99.7,1,"11,993",1180,38.1,75,91%,1
Medical University of Innsbruck,51.2,221,29.9,527,30.2,425,88.8,171,95.3,38,88.4,131,"3,244",1715,12.9,1299,43%,46
Moscow Institute of Physics and Technology (MIPT),51.2,222,55.7,81,46.8,158,51.4,828,99.1,23,62.2,448,"6,083",1591,11.5,1441,20%,343
University of Newcastle,51.2,223,30,525,35.8,299,79.3,338,61.9,252,84.3,168,"24,363",590,29.5,193,18%,372
University of Notre Dame,51.2,224,51,106,40.5,227,67.7,522,39.7,1002,59.3,495,"12,401",1160,10.9,1491,13%,568
University of Padua,51.2,225,47.2,131,36.5,287,80.9,300,46.4,505,49.3,683,"48,524",106,29.3,195,8%,765
University of Potsdam,51.2,226,39.2,257,44.6,181,70.4,481,60.2,269,59.6,489,"14,993",1017,39.6,65,14%,486
Qatar University,51.2,227,27,651,38.7,255,79.6,325,61.4,258,98.9,7,"9,084",1379,8.8,1648,35%,97
Queensland University of Technology,51.2,228,29.2,556,39.7,244,86,217,50.1,406,83.9,174,"35,278",279,37.9,78,17%,395
RCSI University of Medicine and Health Sciences,51.2,229,31.4,465,37.3,277,76.9,373,50.7,397,94.7,50,"2,563",1743,24.2,341,70%,7
Rutgers University – New Brunswick,51.2,230,43.5,179,43.6,193,73,443,43.1,663,53.9,592,"46,158",130,10.9,1490,17%,419
"St George’s, University of London",51.2,231,20.4,1085,28.3,468,99.9,7,40.5,891,74.9,273,"3,490",1707,13.2,1260,20%,341
Sant’Anna School of Advanced Studies – Pisa,51.2,232,43.3,183,40.2,233,69.4,498,81,105,56.7,537,"1,100",1788,14,1184,19%,359
University of São Paulo,51.2,233,54.5,89,61.5,75,43.3,965,43,678,37.2,1037,"82,010",30,15.9,930,4%,1112
Sapienza University of Rome,51.2,234,52.4,95,44.9,177,67.7,521,53,355,43.5,848,"72,604",39,28.2,218,10%,671
Semmelweis University,51.2,235,44.7,163,18,842,87.9,185,43.3,655,77.1,249,"9,860",1315,12.2,1374,34%,105
University of South Florida,51.2,236,31.1,482,36.9,280,85.1,234,85,95,56.2,548,"39,907",196,18.6,670,13%,546
University of St Andrews,51.2,237,40,236,41.4,217,67.8,517,38.9,1130,94.9,45,"9,770",1323,12.3,1365,47%,31
University of Surrey,51.2,238,31.3,471,33.9,326,79.5,329,45.8,529,94.8,48,"14,960",1019,16.9,829,36%,83
University of Sussex,51.2,239,28,602,34.2,320,89,166,39,1105,93.1,80,"17,790",863,17.4,776,37%,77
Università della Svizzera italiana,51.2,240,28,603,23.3,612,91.4,128,55.7,309,99.5,3,"3,266",1713,12.5,1348,66%,8
University of Tartu,51.2,241,26.8,657,33.1,347,92.4,116,45.6,537,65.4,398,"9,235",1363,12,1393,13%,566
Tel Aviv University,51.2,242,39.4,250,51.2,131,72,458,43.8,622,56,557,"23,834",606,23,386,7%,842
Tohoku University,51.2,243,59.1,63,62.3,73,36.8,1080,94.5,44,51.1,648,"17,812",861,12.4,1350,14%,516
University College Dublin,51.2,244,32.6,420,40.3,232,73.9,429,46.9,492,94.2,59,"23,361",623,21.3,465,31%,129
Vita-Salute San Raffaele University,51.2,245,37.6,286,27.8,478,99.7,18,38.2,1234,45.2,796,"3,560",1704,15.1,1036,5%,1016
Vrije Universiteit Brussel,51.2,246,36.6,306,43.6,194,67.4,532,60.1,270,77.3,246,"14,284",1054,33.6,129,23%,236
University of Waterloo,51.2,247,36.8,302,46.4,166,71,473,47.3,480,87.5,145,"34,306",294,23.2,378,23%,238
Western University,51.2,248,40.7,219,42.1,210,67.9,516,79.9,116,85.6,156,"29,747",419,29.5,192,22%,256
Western Sydney University,51.2,249,25.8,700,31.7,392,87.6,191,44.1,607,87.9,138,"36,033",263,40.3,59,22%,253
University of Wollongong,51.2,250,31.4,466,38.2,261,74.8,416,57.2,297,94,63,"17,440",881,29.1,200,27%,180
Aalborg University,48.9,251,29.5,541,43.3,197,73.2,441,51.5,380,76.4,258,"16,818",907,14.7,1078,14%,506
Auckland University of Technology,48.9,252,20.8,1048,21.3,697,97.4,53,39.4,1040,96.4,25,"18,837",798,17.3,782,49%,27
Australian Catholic University,48.9,253,18.3,1296,25.9,528,98.3,40,38.4,1199,79.9,219,"23,728",609,39.1,68,15%,454
University of Bath,48.9,254,32.2,439,33.8,327,73.8,431,39.9,977,93.4,76,"14,955",1020,15.4,995,34%,101
Beijing Normal University,48.9,255,50.7,108,43.8,191,59.5,675,64.3,239,41.4,926,"24,416",586,14.3,1133,10%,701
Bond University,48.9,256,21.6,980,21.8,673,99.9,8,38.3,1219,81.8,197,"3,214",1716,10.9,1497,39%,71
Boston College,48.9,257,48.6,119,31.5,395,74.9,413,37.4,1462,48.5,708,"12,755",1140,14.5,1114,12%,597
Bournemouth University,48.9,258,32.6,421,20.7,717,88.4,175,37.5,1414,84,173,"13,825",1075,18.6,674,21%,297
Brighton and Sussex Medical School,48.9,259,15.7,1623,25.4,544,99.8,16,36.9,1717,81.1,211,"1,015",1792,20.3,545,17%,404
"University of California, Riverside",48.9,260,33,407,32.7,359,81.4,289,41.7,777,65.3,400,"24,515",582,18.6,671,14%,498
University of Canberra,48.9,261,20,1125,32,386,92.6,114,43,667,88.1,136,"10,785",1252,35.5,105,26%,194
Chalmers University of Technology,48.9,262,34.9,347,44.5,183,64.4,581,66,221,77.4,245,"9,513",1350,13.8,1197,19%,360
"China Medical University, Taiwan",48.9,263,24.1,806,32,384,92.8,113,93.1,52,47.6,728,"7,284",1505,15.5,985,9%,741
Copenhagen Business School,48.9,264,21.5,987,31,410,90.9,132,43.9,617,93.6,73,"16,547",919,27.7,230,24%,221
Deakin University,48.9,265,25,742,33,350,83.2,259,44.6,579,88.7,125,"43,080",158,33.9,122,25%,207
University of Duisburg-Essen,48.9,266,34,374,35.5,305,79.9,319,64.5,237,60.9,462,"41,618",169,43.7,43,19%,347
Heinrich Heine University Düsseldorf,48.9,267,34.7,358,32.3,375,80.1,312,44.1,608,59.3,494,"29,365",430,32.8,139,12%,578
École des Ponts ParisTech,48.9,268,34.4,366,29.4,442,79.5,330,50.1,407,83.6,178,"1,959",1759,10,1581,37%,79
Goethe University Frankfurt,48.9,269,33.7,384,32.9,352,76.4,381,44.8,571,65.6,393,"30,082",408,12.7,1318,14%,513
Griffith University,48.9,270,27.1,644,35.8,301,76.4,380,52.8,358,83.2,182,"35,900",267,32.9,137,17%,398
University of Hawai’i at Mānoa,48.9,271,39.8,241,41.7,216,66,556,40.4,903,66.9,383,"14,628",1033,10.7,1512,11%,653
Hebrew University of Jerusalem,48.9,272,42.1,198,41.8,213,65.3,567,42.8,696,59.5,491,"16,175",937,11.3,1457,5%,1035
University of Illinois Chicago,48.9,273,43,188,32.4,371,74.6,420,45.4,546,53.1,604,"28,724",448,11.3,1455,19%,362
Indian Institute of Science,48.9,274,60.5,53,56.9,99,33.1,1144,80.1,112,28,1342,"3,990",1686,8.8,1652,1%,1635
Johannes Gutenberg University of Mainz,48.9,275,36.7,304,28.8,454,80.5,306,57.6,293,58.5,505,"30,856",385,25.5,292,12%,583
University of Kiel,48.9,276,31.5,459,32.7,360,84.5,242,36.9,1726,57.1,530,"27,911",476,22.7,396,9%,730
King Saud University,48.9,277,27,652,32.9,355,76.3,384,86.3,89,85.4,160,"33,931",300,10.6,1520,14%,519
Kyung Hee University,48.9,278,37.4,293,41.8,214,62.9,609,89.6,72,67.8,374,"20,504",729,17.7,739,27%,186
La Trobe University,48.9,279,25.9,696,32.9,356,83.2,260,51.8,375,88.4,132,"21,663",686,27.4,239,33%,109
Université Laval,48.9,280,40.1,230,35.8,297,67.8,518,68.7,205,72.4,314,"28,611",450,16.9,824,15%,466
Linköping University,48.9,281,23.5,837,39.8,241,78,360,61.8,254,70.8,337,"15,026",1013,14.4,1124,15%,473
University of Navarra,48.9,282,30.7,488,30.3,422,84.7,238,66.2,219,72.5,311,"11,466",1210,14.7,1081,27%,190
Oregon Health and Science University,48.9,283,36.4,313,19.8,750,99.4,19,52,371,29.4,1291,"3,035",1725,1,1796,3%,1282
Osaka University,48.9,284,54.3,90,60.9,78,31.8,1172,96.4,33,42.2,893,"22,485",653,10.5,1531,10%,714
University of Pavia,48.9,285,38.6,269,33.7,331,75,411,46.5,504,47.2,741,"20,027",745,34.9,109,10%,669
Queen’s University,48.9,286,39.9,239,38,263,60.9,648,72,179,72.7,306,"26,556",515,26.2,265,17%,401
Ruhr University Bochum,48.9,287,40.4,227,47.2,155,57.6,707,52.3,365,54.1,589,"38,441",218,48.5,25,15%,453
Sejong University,48.9,288,27.3,630,29.3,445,93.8,100,55.6,312,58.8,503,"12,356",1163,20.8,508,13%,541
University of Sharjah,48.9,289,20.5,1075,21.3,698,96.8,69,41.4,804,99.3,6,"12,933",1131,19.2,632,55%,17
Simon Fraser University,48.9,290,27.8,608,36.8,283,76.3,383,52,372,92,92,"26,981",506,27.5,234,31%,128
University of Southern Denmark,48.9,291,24.7,763,32.4,374,85.3,233,72.3,176,78.9,231,"18,471",820,10.2,1553,14%,523
Stellenbosch University,48.9,292,30.5,500,36.9,281,82.2,279,71,187,54,590,"24,907",570,25.9,279,8%,767
Sun Yat-sen University,48.9,293,44.9,159,37.4,272,74.8,417,59.3,278,31.3,1223,"57,951",72,15.1,1025,5%,1014
Swansea University,48.9,294,24.9,751,28.2,471,91.5,126,39.3,1059,83.6,179,"17,490",879,15.4,993,22%,269
Tilburg University,48.9,295,34.3,370,46.6,161,61.7,628,50.6,400,84.5,167,"11,876",1188,29.9,185,20%,317
Tongji University,48.9,296,43.4,181,52.3,123,46.1,922,97.8,29,53.1,603,"30,153",406,10.8,1501,12%,608
University of Twente,48.9,297,34.3,371,46.4,167,57.2,714,80.5,110,94.5,54,"9,816",1320,14.7,1084,37%,78
United Arab Emirates University,48.9,298,24.7,764,29.8,430,82.3,277,72.5,175,88.8,124,"7,121",1522,10.9,1495,17%,420
University of Utah,48.9,299,39.9,240,34.9,311,81.7,286,57.5,295,33.9,1132,"30,967",384,13.6,1208,8%,796
Virginia Polytechnic Institute and State University,48.9,300,39.3,255,36.2,290,73.7,433,47.4,476,56.8,536,"36,512",250,18.5,677,14%,499
University of the Witwatersrand,48.9,301,31.5,460,44.3,185,67.9,515,100,5,73.1,297,"26,871",509,23.6,361,7%,840
Abu Dhabi University,47,302,32.3,435,15.4,996,83.1,264,36.9,1727,98.5,10,"3,926",1689,18.1,712,60%,13
Aix-Marseille University,47,303,40.5,225,24.9,557,72.3,452,41.5,798,63.2,436,"70,054",43,17.4,770,13%,550
Alfaisal University,47,304,20.2,1108,22.1,662,91.6,123,43.4,647,96.7,23,"2,851",1733,10.2,1562,32%,124
Anglia Ruskin University (ARU),47,305,18.2,1308,16.3,937,99,28,37.2,1549,91.1,100,"20,285",736,27.8,227,46%,33
Autonomous University of Madrid,47,306,31.3,472,31.2,401,80.8,303,40,958,51.2,644,"29,327",432,13.2,1254,12%,600
University of Bordeaux,47,307,31.6,458,27.8,479,79.5,331,39.5,1030,59.9,481,"53,755",83,22.4,409,13%,538
Brandeis University,47,308,28.5,581,23.1,620,90.3,144,37.3,1497,55.5,566,"5,427",1627,13.1,1274,28%,174
Universiti Brunei Darussalam,47,309,26,692,22.6,641,83.2,262,40.1,942,85.2,163,"3,641",1701,10.8,1507,14%,518
University at Buffalo,47,310,38.7,266,33.7,330,67.7,523,47.1,488,63.7,429,"27,393",491,18,714,15%,464
"University of California, Merced",47,311,22.9,881,23.5,609,96,79,42.2,734,47.3,737,"9,185",1367,20.1,563,10%,679
University of Colorado Denver/Anschutz Medical Campus,47,312,30.1,520,20.3,729,97,64,42.9,685,31.5,1211,"17,224",889,3.8,1777,8%,823
Dalhousie University,47,313,28.1,598,30.9,412,74.3,426,45,561,89,121,"16,901",904,14.8,1070,28%,171
Drexel University,47,314,40.8,217,26,521,76.4,382,48.8,435,50.1,666,"19,304",779,12.5,1345,14%,515
École Normale Supérieure de Lyon,47,315,46.9,135,46.2,169,47.4,893,56.6,299,62.1,451,"2,171",1753,8.6,1671,11%,658
University of Essex,47,316,31,485,32.4,373,71,474,37.9,1313,96.4,26,"14,335",1051,15.3,1011,40%,62
Flinders University,47,317,27.3,631,33.1,346,75.8,394,43,670,89.8,112,"17,027",897,27.9,223,36%,81
Florida State University,47,318,40.2,228,37.3,275,67.5,528,40.1,943,47.8,723,"39,380",204,24,342,7%,839
University of Galway,47,319,29.7,533,32.7,362,71.2,469,45.7,535,82.8,185,"15,109",1007,26.1,272,20%,322
George Mason University,47,320,30.7,489,26.8,504,84,247,37.8,1341,50,670,"32,157",352,18.1,709,12%,589
Hasselt University,47,321,33.4,396,39.5,247,63.3,601,57.3,296,70.2,342,"5,683",1612,31.1,158,14%,487
University of Iowa,47,322,42.5,192,31.6,393,70.7,477,51,390,46.2,767,"29,257",433,11.1,1475,8%,812
Lappeenranta-Lahti University of Technology LUT,47,323,27.8,609,32.7,364,77.2,371,52.1,368,59.8,482,"4,609",1667,30.3,175,12%,580
University of Milan,47,324,32.6,422,30.4,419,82.5,275,40.5,892,43.5,851,"47,512",115,21.2,472,7%,846
University of Milan-Bicocca,47,325,24.9,752,25.9,525,93.6,104,40.8,861,43,872,"29,057",441,29.2,196,5%,973
Montpellier University,47,326,35.2,336,33.6,333,72.1,454,39.9,979,62.2,449,"40,179",191,20.1,555,15%,462
Nagoya University,47,327,48.4,123,54.1,113,39.7,1032,99.2,22,35.8,1071,"15,224",998,12.8,1307,12%,604
Nankai University,47,328,39.7,243,24.9,558,79.4,336,46.2,513,40.7,939,"31,322",376,11.3,1454,5%,1034
University of Otago,47,329,32.4,430,34.5,316,70.2,483,38.8,1146,88,137,"18,508",818,19.7,590,19%,352
University of Oulu,47,330,28.4,585,35.8,300,75.2,409,46.9,491,57.5,520,"10,134",1292,19.8,587,7%,850
Peter the Great St Petersburg Polytechnic University,47,331,31.1,483,23.7,599,83,268,75.5,152,57.4,521,"16,375",927,9.7,1602,32%,125
Politecnico di Milano,47,332,39,261,45.3,174,56.4,731,74.6,159,62,452,"37,532",231,25.4,295,18%,374
Reykjavík University,47,333,15.5,1642,21.5,685,99.9,9,38.1,1266,71.4,328,"2,757",1735,22.9,393,8%,773
RMIT University,47,334,29.4,546,32.7,363,71.8,459,47.6,468,93.6,72,"32,692",336,23.6,360,34%,99
University of St Gallen,47,335,28.2,595,20.4,724,80,317,47.4,475,95.9,33,"8,065",1453,12.2,1375,34%,106
Saint Louis University,47,336,39.6,247,15.8,968,89.4,160,39.8,991,34.7,1112,"10,798",1251,7.4,1727,7%,884
University of South Australia,47,337,23,873,36.1,292,70.4,482,79.5,119,87.5,144,"23,490",616,32.9,138,21%,287
University of Southern Queensland,47,338,24.6,774,24.3,580,85.5,231,41.5,796,79.8,223,"12,150",1170,26,277,18%,373
Stony Brook University,47,339,33.8,383,26.8,503,76.1,390,38.1,1271,69.5,349,"25,411",557,10.6,1521,22%,279
University of Stuttgart,47,340,44.8,162,48.6,142,47.5,892,88,81,53.5,597,"16,054",948,26.5,258,19%,349
Swinburne University of Technology,47,341,25.2,724,31.1,406,81.8,285,45.2,554,81.5,202,"15,327",992,25.6,290,25%,208
Taipei Medical University,47,342,44.4,168,32.2,379,63.1,605,93.1,53,45.8,778,"5,946",1601,9.1,1639,10%,719
Tampere University,47,343,26.6,667,35.9,296,76.9,374,56.1,305,51.1,649,"15,855",956,20.6,523,6%,911
University of Tasmania,47,344,27.1,645,34.8,312,71.5,464,48.1,456,91.1,99,"18,264",836,22.9,392,36%,82
Technical University of Darmstadt,47,345,43.3,184,48.2,144,43.8,957,80.7,109,59.6,488,"15,526",975,37.1,84,18%,370
Temple University,47,346,37.4,294,23.1,619,83.5,255,40.2,924,38.6,996,"35,641",274,12.5,1342,8%,803
The University of Tennessee-Knoxville,47,347,35.6,330,28.4,462,79,345,45.1,557,46.7,754,"27,308",494,16.7,849,4%,1104
Tokyo Institute of Technology,47,348,49.7,112,58.2,93,31,1187,80,114,50,667,"9,878",1312,9.5,1617,17%,422
University College Cork,47,349,24.2,797,28.8,457,83.7,252,47.2,484,84.3,169,"17,925",853,20.8,505,20%,327
University of Victoria,47,350,24.7,765,33.7,332,75.5,401,45.7,534,86.8,149,"20,936",712,24.6,323,21%,290
American University of Beirut,45,351,24.7,766,14.8,1040,89.6,156,43,669,78.7,234,"9,267",1359,8.7,1660,22%,281
"Asia University, Taiwan",45,352,18.2,1309,36.5,288,76.1,389,97.2,30,52.5,616,"11,421",1215,30.3,173,7%,828
Ateneo de Manila University,45,353,32.4,431,9.5,1568,97,65,37.6,1383,31.8,1202,"13,159",1112,10,1573,4%,1140
"Birkbeck, University of London",45,354,30.4,505,33.3,340,66.8,541,37.2,1557,90.7,105,"8,060",1454,16.6,861,40%,60
University of Bremen,45,355,36.4,314,38.6,256,59,686,48.3,449,59.7,486,"12,635",1144,20.1,561,14%,496
University of Brescia,45,356,26.4,675,18.8,806,95.2,89,40.2,923,42.5,885,"15,133",1005,24.6,324,7%,838
University of Cape Coast,45,357,17.4,1428,20.7,719,99.1,25,63.4,242,44.7,807,"28,451",454,35.5,103,0%,1661
Catholic University of Portugal,45,358,20.2,1109,19.2,789,97.8,47,38.8,1142,62.8,443,"11,213",1231,22.2,427,21%,291
Central South University,45,359,31.8,451,41.2,221,65.7,560,93.4,48,26.3,1408,"56,344",76,20.4,529,4%,1080
Charles Darwin University,45,360,22.7,894,33.2,344,72.4,449,45.9,526,79.8,222,"7,246",1512,34.5,115,30%,138
"City, University of London",45,361,25.6,708,29.3,446,69,504,38.3,1223,95,43,"15,460",982,18.2,702,51%,23
University of Delaware,45,362,28.8,571,39,252,64.9,572,91.4,61,51.5,635,"21,808",678,16.3,884,12%,595
East China Normal University,45,363,37.5,289,32.6,365,62,622,54.4,331,54.7,581,"28,055",473,14.7,1075,11%,636
Edith Cowan University,45,364,20.1,1118,25.3,550,80.4,308,40.7,868,87.4,147,"18,759",802,30.4,168,28%,162
Golestan University of Medical Sciences,45,365,33.7,385,8.9,1655,100,5,37,1638,33.3,1157,"3,721",1699,11.5,1443,11%,649
University of Greifswald,45,366,31.9,447,26.9,501,77.6,366,42,748,56.7,539,"10,291",1287,20.6,524,8%,777
University of Hail,45,367,18,1337,9.2,1620,98.7,33,42.8,694,82.3,191,"19,366",770,11.2,1470,10%,712
Harbin Institute of Technology,45,368,44.2,170,46.9,157,49,869,99.6,18,27.6,1360,"30,542",390,10.5,1529,6%,954
Howard University,45,369,45.7,151,17.6,856,79.2,341,36.9,1730,34.3,1126,"8,782",1403,8.2,1687,6%,961
Imam Mohammad Ibn Saud Islamic University,45,370,29.6,538,17.7,850,89.6,155,40.6,879,65.1,404,"43,110",156,10.8,1500,3%,1261
IMT Atlantique,45,371,37.3,296,35.8,298,50.1,850,90.6,64,77.2,247,"1,436",1775,7.7,1716,33%,114
James Cook University,45,372,23.3,847,28.2,472,78,361,43.4,649,93.8,66,"12,825",1138,20.1,560,32%,118
JSS Academy of Higher Education and Research,45,373,34.4,367,9.4,1582,99.3,21,38.4,1198,35.2,1091,"7,891",1464,9.5,1618,7%,878
University of Kent,45,374,27.9,605,29.5,439,67.6,525,37.4,1465,92,94,"16,705",913,17,815,29%,152
Khalifa University,45,375,31.2,477,37.1,278,56.2,733,94.2,45,92.8,83,"3,029",1726,8.8,1653,22%,280
Kurdistan University of Medical Sciences,45,376,36.1,318,9.8,1539,98.4,37,37.6,1382,23.7,1533,"3,181",1719,10.5,1535,2%,1415
Leuphana University of Lüneburg,45,377,25.2,725,22.1,661,90,150,38.9,1128,54.3,586,"7,839",1470,26.1,273,7%,834
University of Liège,45,378,26.8,658,38.4,258,62.2,619,85.7,92,72.4,313,"21,910",673,26.8,253,21%,288
Loughborough University,45,379,32.2,440,32.6,367,61,645,40.3,915,88.6,129,"15,815",960,13.8,1194,29%,157
University of Malaya,45,380,37.4,295,32.6,366,61.2,642,42.7,706,82.7,187,"18,320",834,9.8,1596,18%,391
University of Manitoba,45,381,32.7,415,31.2,400,75,412,38.2,1241,56.6,540,"29,561",421,29.4,194,20%,318
Mazandaran University of Medical Sciences,45,382,41.8,204,11.1,1366,93.3,108,42.1,739,21.4,1634,"7,845",1469,15.1,1035,1%,1566
University of Naples Federico II,45,383,34,375,28.3,465,77.5,368,42.6,714,32.3,1178,"53,319",84,20.2,547,2%,1333
University of New Mexico (Main campus),45,384,34.7,359,29.3,444,74.5,423,39,1107,37.6,1026,"18,046",849,16.9,827,5%,996
North Carolina State University,45,385,40.9,213,38.2,260,59.7,673,47.5,472,54.8,578,"31,540",370,16.6,855,14%,503
University of Rome II – Tor Vergata,45,386,39.7,244,28.8,453,63.8,594,45.8,530,65.3,399,"24,038",601,30.3,170,20%,316
"Royal Holloway, University of London",45,387,28.7,576,28.4,463,67.6,526,39.5,1032,91.6,97,"10,640",1263,15.1,1034,35%,94
Royal Veterinary College,45,388,24.4,787,20.1,739,79.6,327,46.6,502,93.4,75,"2,250",1749,10.5,1537,30%,145
Rush University,45,389,40.9,214,15.3,1005,90.1,149,44.1,606,22.1,1602,"2,757",1736,2.1,1788,1%,1650
Shoolini University of Biotechnology and Management Sciences,45,390,23.2,856,14.4,1071,98.3,41,37.9,1310,49.1,693,"2,973",1729,14.3,1139,2%,1379
University of Stirling,45,391,22.9,882,25.9,527,79.4,335,37.3,1501,86.1,154,"9,855",1316,16,927,27%,188
Swedish University of Agricultural Sciences,45,392,29.9,528,31.4,398,71.8,460,89.2,75,52.1,623,"4,216",1678,4.6,1768,7%,885
University of Texas at Dallas,45,393,24.8,756,27,498,81.3,291,42.7,703,56.4,543,"25,464",556,21.6,454,20%,325
Tulane University,45,394,41.9,202,23,626,73.6,434,38.8,1145,43.8,837,"11,220",1230,7.5,1722,11%,661
University of Turku,45,395,27.7,613,32.6,369,73.9,430,38.7,1157,53.5,598,"13,012",1124,15.3,1012,5%,1011
University of Vaasa,45,396,19.6,1157,25.5,542,88,182,38.5,1182,66.2,388,"3,873",1693,20,568,4%,1083
Verona University,45,397,31.4,467,26,522,80,316,45.5,541,42.4,888,"18,621",809,23.8,353,4%,1071
Wake Forest University,45,398,39.4,251,20.2,733,81.9,282,45.7,533,33,1165,"8,122",1450,4,1776,10%,724
Washington State University,45,399,33.4,397,32.7,358,69.6,492,50.8,394,50.1,665,"29,463",425,19.5,604,7%,852
Wroclaw Medical University,45,400,39.6,248,11.7,1306,89,167,38.2,1236,37.5,1029,"6,769",1545,9.4,1626,14%,528
Alagappa University,42.1,401,34.6,363,11,1388,82.8,269,37.2,1551,35.1,1095,"4,831",1656,15.7,966,0%,1750
University of Alaska Fairbanks,42.1,402,29.1,560,24.9,559,70,485,47.7,465,60,478,"2,910",1731,7.2,1729,6%,963
Arak University of Medical Sciences,42.1,403,24.6,775,8.8,1667,100,6,36.9,1716,17.9,1751,"3,500",1706,7.4,1728,1%,1641
Aston University,42.1,404,20.5,1076,24.9,560,76.8,376,38.8,1143,92.6,87,"12,015",1179,17.8,732,25%,211
Aswan University,42.1,405,16.7,1520,11.6,1318,98.5,35,37,1640,47.8,724,"31,877",359,46.7,33,2%,1285
Babol University of Medical Sciences,42.1,406,32.3,436,10.6,1435,97.3,56,37.3,1494,18.4,1733,"4,102",1681,11.8,1412,0%,1776
Babol Noshirvani University of Technology,42.1,407,20.3,1096,20.9,709,98.4,36,38.5,1180,22.9,1573,"6,180",1585,28.7,208,0%,1674
Bangor University,42.1,408,28.3,590,24.7,568,72.6,447,37.4,1463,84.3,170,"8,790",1401,15.7,964,26%,199
University of Bayreuth,42.1,409,36.4,315,39.4,249,55,762,53.3,349,58.3,509,"9,734",1328,26.6,256,12%,581
Brunel University London,42.1,410,24.3,793,26.4,516,69.9,486,37.9,1314,96.9,20,"13,040",1123,17,816,39%,64
University of Campinas,42.1,411,47.9,127,46.7,159,38.4,1055,44.4,591,34.1,1127,"31,199",380,17.8,728,3%,1209
